13:28:51,-125,-116,-125,-122,-122,-125,-125,-125,-122,-122,-125,-122,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
13:28:51,-125,-116,-125,-122,-122,-125,-125,-125,-122,-122,-125,-122,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
13:28:51,-125,-116,-125,-122,-122,-125,-125,-125,-122,-122,-125,-122,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
13:28:51,-125,-116,-125,-122,-122,-125,-125,-125,-122,-122,-125,-122,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
13:28:51,-125,-116,-125,-122,-122,-125,-125,-125,-122,-122,-125,-122,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
13:28:51,-125,-116,-125,-122,-122,-125,-125,-125,-122,-122,-125,-122,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
13:28:51,-125,-116,-125,-122,-122,-125,-125,-125,-122,-122,-125,-122,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
13:28:51,-125,-116,-125,-122,-122,-125,-125,-125,-122,-122,-125,-122,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
13:28:51,-125,-116,-125,-122,-122,-125,-125,-125,-122,-122,-125,-122,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
13:28:50,-125,-122,-122,-125,-125,-125,-125,-122,-125,-122,-125,-116,-122,-122,-125,-122,-122,-125,-125,-125,-122,-125,-125,-122,-125,-125,-122,-122,-122,-125,-125,-122,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
13:28:49,-125,-113,-125,-113,-125,-125,-122,-122,-125,-122,-122,-116,-116,-122,-122,-125,-122,-122,-122,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
13:28:48,-122,-116,-122,-122,-125,-122,-125,-125,-116,-125,-125,-116,-122,-122,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-122,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125,-125;
