11:51:27,255,246,247,252,249,251,248,251,251,249,253;
11:51:26,251,247,253,255,252,248,247,249,249,248,254;
11:51:25,245,243,244,244,249,245,248,247,249,249,255;
11:47:32,252,247,250,252,248,249,255,250,249,245,250;
11:47:32,0,73,64,67,0,0,58,0,0,0,58,58,72,0,0,58,0,0,58,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
11:15:29,248,245,247,246,251,255,249,247,251,247,248;
09:57:40,254,246,245,249,251,252,251,251,250,251,255;
09:57:39,250,246,251,251,255,246,250,243,240,239,246;
09:57:38,0,0,0,0,0,0,0,0,0,0,0;
09:57:38,72,58,58,67,58,0,0,0,58,58,0,0,67,64,0,58,0,0,58,0,0,0,0,58,0,0,0,0,0,0,58,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
15:09:31,209,207,215,224,219,224,244,255,249,234,228;
15:09:31,58,0,58,70,0,0,0,58,58,0,67,64,64,64,0,0,58,58,58,0,0,0,0,0,0,0,0,58,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
14:33:11,232,228,239,240,247,255,251,243,233,225,229;
14:33:11,249,244,246,251,248,255,253,251,245,244,249;
14:33:10,58,0,0,0,0,0,0,0,58,0,64,58,58,0,0,58,0,0,64,58,0,0,58,0,0,0,0,0,0,0,0,58,0,0,0,58,0,0,0,0,58,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;
14:32:12,236,230,231,236,240,250,251,254,255,249,252;
14:32:02,238,236,243,245,252,253,251,252,255,252,254;
14:32:01,250,245,248,249,255,253,245,250,248,247,251;
14:32:00,245,243,243,254,255,250,244,244,238,238,246;
14:31:59,248,246,244,253,253,255,250,245,244,243,248;
14:31:58,251,246,247,248,251,250,252,251,251,249,255;
14:31:57,221,219,227,242,237,220,232,255,246,229,226;
14:31:56,253,250,250,253,253,255,253,253,249,247,251;
14:31:55,252,246,243,245,245,248,247,247,249,249,255;
14:31:54,254,248,247,245,247,244,244,240,245,249,255;
14:31:54,246,242,248,250,253,255,251,253,249,249,251;
14:31:54,58,70,64,58,58,58,0,0,64,58,64,58,67,64,0,0,58,0,0,0,0,0,58,0,0,0,0,0,0,0,58,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,58,0,0;
14:28:55,239,234,242,245,246,249,249,249,252,253,255;
14:04:26,237,236,239,238,246,255,250,253,243,240,243;
13:58:35,244,243,245,248,248,253,255,253,250,246,246;
13:53:27,252,249,251,250,254,255,254,248,249,251,253;
13:46:41,250,243,245,242,246,255,251,244,243,240,248;
13:46:40,224,220,224,229,232,243,249,255,250,249,251;
11:15:32,249,243,242,243,245,249,250,249,248,252,255;
11:15:31,238,235,238,236,240,250,248,249,251,252,255;
11:15:30,190,160,160,176,202,212,226,240,239,224,255;
11:15:29,218,221,231,242,250,255,250,240,231,220,220;
11:15:28,255,253,252,248,247,245,239,233,235,242,247;
11:15:27,195,200,213,227,243,255,253,239,228,217,213;
11:15:26,246,249,254,255,253,250,249,241,232,225,225;
11:15:25,246,248,250,254,255,252,246,239,232,227,226;
11:15:24,250,246,244,250,255,253,247,247,235,234,238;
11:15:23,248,241,244,251,252,251,255,251,249,246,253;
11:15:22,231,228,238,248,253,251,255,245,233,221,220;
11:15:21,232,232,237,247,251,255,253,248,242,234,231;
11:15:20,223,232,243,242,237,245,255,247,227,218,218;
11:15:19,252,250,253,249,253,253,250,252,255,248,250;
11:15:18,236,231,239,242,247,255,248,246,247,248,254;
11:15:17,253,251,249,251,254,254,252,254,254,250,255;
11:15:16,254,253,254,253,255,252,251,250,249,248,247;
11:15:15,247,241,243,243,248,248,248,248,245,246,255;
11:15:14,250,243,247,250,255,251,251,245,240,240,241;
11:15:13,254,252,251,252,253,255,252,253,251,249,253;
11:15:12,236,238,244,247,253,255,253,252,245,243,243;
11:15:11,254,251,252,253,255,252,254,250,251,249,252;
11:15:10,238,230,231,234,235,244,248,247,245,245,255;
11:15:09,234,237,242,249,252,255,252,248,243,236,235;
11:15:08,226,231,243,251,246,250,255,247,238,235,238;
11:15:07,248,247,248,249,253,255,253,250,248,246,251;
11:15:06,248,247,248,250,247,255,254,253,253,250,251;
11:15:05,243,243,246,251,252,255,251,249,245,241,241;
11:15:04,234,231,234,240,247,252,255,254,252,245,248;
11:15:03,244,244,246,248,251,253,255,251,247,245,245;
11:15:02,163,168,185,194,205,235,255,225,187,175,178;
11:15:01,156,158,168,189,206,228,255,246,219,206,201;
11:15:00,228,229,234,241,246,252,255,254,249,244,243;
11:14:59,141,151,171,189,203,231,255,232,194,177,171;
11:14:58,172,174,186,195,199,224,255,244,212,193,188;
11:14:57,172,173,183,203,212,232,255,237,211,203,203;
11:14:56,104,102,108,127,146,199,255,234,171,137,128;
11:14:55,230,233,239,242,248,255,252,248,243,236,232;
11:14:54,221,225,231,239,249,254,255,247,236,227,224;
11:14:53,166,171,190,209,215,233,255,233,204,195,193;
11:14:52,223,223,231,238,249,254,255,250,243,238,238;
11:14:51,190,196,210,229,235,244,255,248,221,205,198;
11:14:50,238,233,235,238,244,246,253,255,249,240,240;
11:14:49,249,245,251,252,254,254,254,255,249,244,246;
11:14:48,255,253,254,254,252,254,251,252,250,250,252;
11:14:47,127,134,149,173,203,238,255,233,194,165,154;
11:14:46,160,165,178,190,202,234,255,232,203,193,192;
11:14:45,182,182,191,202,206,232,255,233,202,192,192;
11:14:44,129,118,120,140,106,148,255,224,152,136,134;
11:14:43,243,240,244,248,252,255,253,254,253,249,252;
11:14:42,247,244,247,248,249,253,252,253,253,252,255;
11:14:41,150,151,168,197,200,209,252,255,215,188,180;
11:14:40,180,189,205,224,241,252,255,245,231,219,212;
11:14:39,124,131,147,172,204,235,255,250,235,220,212;
11:14:38,246,242,246,255,251,250,247,245,243,239,244;
11:14:37,192,193,201,217,220,231,255,253,231,219,215;
11:14:36,124,126,117,110,144,199,255,249,169,121,109;
11:14:35,174,185,204,228,246,255,252,239,219,199,188;
11:14:34,222,221,227,237,243,249,255,251,245,240,241;
11:14:33,192,191,197,209,219,241,255,245,225,211,211;
11:14:32,159,166,190,217,224,235,255,240,202,183,180;
11:14:31,248,244,247,250,248,249,253,255,249,247,250;
11:14:30,175,180,193,206,213,237,255,231,200,188,187;
11:14:29,244,241,242,246,250,255,253,254,247,245,247;
11:14:28,162,167,178,195,217,242,255,234,202,185,181;
11:14:27,182,186,196,211,228,242,252,255,246,235,230;
11:14:26,98,105,121,127,139,196,255,235,170,130,119;
11:14:25,198,186,171,171,184,186,224,255,218,189,183;
11:14:24,255,251,250,250,248,245,247,244,244,241,247;
11:14:23,166,197,246,255,195,150,152,144,122,118,127;
11:14:22,188,214,255,247,181,134,122,121,133,146,158;
11:14:21,190,201,234,255,219,195,187,186,210,222,222;
11:14:20,254,253,253,254,254,255,251,252,251,250,252;
11:14:19,126,169,250,255,148,118,138,101,116,180,216;
11:14:18,213,219,239,255,231,202,188,178,159,152,154;
11:14:17,230,237,248,255,242,225,217,212,206,203,206;
11:14:16,143,167,217,255,219,163,142,132,128,134,142;
11:14:15,243,243,255,248,217,202,194,195,205,212,216;
11:14:14,251,246,248,249,252,252,251,252,251,248,255;
11:14:13,162,178,218,255,239,189,159,150,145,144,148;
11:14:12,254,252,253,253,254,255,253,254,253,251,252;
11:14:11,187,204,236,255,244,224,196,168,151,151,154;
11:14:10,193,201,218,243,255,238,206,179,164,157,156;
11:14:09,214,219,232,242,249,253,255,248,240,229,226;
11:14:08,246,246,252,255,251,252,249,250,246,239,242;
11:14:07,203,207,205,206,224,214,240,255,208,188,188;
11:14:06,251,248,246,247,248,255,253,250,249,249,252;
11:14:05,247,240,243,246,250,255,250,245,239,237,243;
11:14:04,201,204,212,222,224,232,255,247,220,208,206;
11:14:03,210,212,221,228,236,249,255,252,239,229,228;
11:14:02,243,242,244,247,247,249,255,251,243,240,239;
11:14:01,246,238,240,241,238,243,250,248,249,248,255;
11:14:00,155,162,176,194,216,240,255,244,222,206,200;
11:13:59,230,222,229,245,249,255,254,251,250,244,249;
11:13:58,193,197,209,221,224,243,255,229,208,200,198;
11:13:57,211,213,220,229,237,245,255,246,229,222,224;
11:13:56,161,167,187,216,231,240,255,242,211,189,182;
11:13:55,191,197,210,224,240,252,255,244,230,218,213;
11:13:54,146,152,169,191,215,244,255,224,188,167,162;
11:13:53,96,102,113,122,149,218,255,196,128,101,97;
11:13:52,253,246,248,248,249,250,249,250,251,251,255;
11:13:51,252,250,251,252,252,254,253,254,253,253,255;
11:13:50,181,184,195,208,225,246,255,241,223,212,208;
11:13:49,251,247,248,251,255,254,252,252,254,250,254;
11:13:48,198,202,209,224,242,254,255,237,213,197,190;
11:13:47,217,218,224,230,239,250,255,247,239,228,229;
11:13:46,183,189,207,228,243,255,251,229,205,187,178;
11:13:45,206,212,222,233,244,253,255,249,236,224,219;
11:13:44,255,253,251,250,251,252,254,251,251,251,253;
11:13:43,211,215,225,237,248,255,252,244,232,223,218;
11:13:42,157,160,174,185,189,216,255,251,212,182,175;
11:13:41,243,238,240,243,246,247,252,251,252,253,255;
11:13:40,249,248,248,249,252,253,254,255,251,247,250;
11:13:39,243,244,249,253,255,251,249,244,244,242,244;
11:13:19,161,158,168,210,255,239,189,164,160,146,133;
11:13:18,248,243,245,244,246,251,253,250,253,251,255;
11:13:17,251,249,251,252,255,254,253,249,249,246,248;
11:13:16,166,173,190,217,250,255,226,183,155,142,137;
11:13:15,255,249,248,242,249,251,249,247,241,241,250;
11:13:14,178,186,204,231,255,236,199,186,183,189,196;
11:13:13,250,245,246,249,253,255,250,247,248,242,247;
11:13:12,153,154,170,214,255,227,179,156,133,115,114;
